ym;kraj;okres;suma_spolu;pocet;priemerna_suma;strana
2014-04-01;Prešovský kraj;Prešov;13315.12;46;289.459130434783;objednavatel
2014-04-01;Prešovský kraj;Sabinov;2184.38;16;136.52375;objednavatel
2014-04-01;Prešovský kraj;Snina;127145.72;50;2542.9144;objednavatel
2014-04-01;Prešovský kraj;Stará Ľubovňa;391253.25;87;4497.16379310345;objednavatel
2014-04-01;Prešovský kraj;Stropkov;32972.86;38;867.706842105263;objednavatel
2014-04-01;Prešovský kraj;Svidník;131050.56;25;5242.0224;objednavatel
2014-04-01;Prešovský kraj;Vranov nad Topľou;49187.35;64;768.55234375;objednavatel
2014-04-01;Trenčiansky kraj;Bánovce nad Bebravou;78;12;6.5;objednavatel
2014-04-01;Trenčiansky kraj;Ilava;73876.94;28;2638.46214285714;objednavatel
2014-04-01;Trenčiansky kraj;Myjava;71266;16;4454.125;objednavatel
2014-04-01;Trenčiansky kraj;Nové Mesto nad Váhom;96386.75;73;1320.36643835616;objednavatel
2014-04-01;Trenčiansky kraj;Partizánske;3668640.92;56;65511.445;objednavatel
2014-04-01;Trenčiansky kraj;Považská Bystrica;113218.49;42;2695.67833333333;objednavatel
2014-04-01;Trenčiansky kraj;Prievidza;222999.68;68;3279.40705882353;objednavatel
2014-04-01;Trenčiansky kraj;Púchov;1751.3;15;116.753333333333;objednavatel
2014-04-01;Trenčiansky kraj;Trenčín;363731.9;112;3247.60625;objednavatel
2014-04-01;Trnavský kraj;Dunajská Streda;265204.62;123;2156.13512195122;objednavatel
2014-04-01;Trnavský kraj;Galanta;195886.2;65;3013.63384615385;objednavatel
2014-04-01;Trnavský kraj;Hlohovec;763645.88;106;7204.20641509434;objednavatel
2014-04-01;Trnavský kraj;Piešťany;117037.52;63;1857.73841269841;objednavatel
2014-04-01;Trnavský kraj;Senica;95946.4;39;2460.1641025641;objednavatel
2014-04-01;Trnavský kraj;Skalica;17155.39;19;902.915263157895;objednavatel
2014-04-01;Trnavský kraj;Trnava;13917931.025;477;29178.0524633124;objednavatel
2014-04-01;Žilinský kraj;Bytča;16848;5;3369.6;objednavatel
2014-04-01;Žilinský kraj;Čadca;105419.32;101;1043.75564356436;objednavatel
2014-04-01;Žilinský kraj;Dolný Kubín;457514.48;160;2859.4655;objednavatel
2014-04-01;Žilinský kraj;Kysucké Nové Mesto;3309.49;8;413.68625;objednavatel
2014-04-01;Žilinský kraj;Liptovský Mikuláš;312714.57;69;4532.0952173913;objednavatel
2014-04-01;Žilinský kraj;Martin;11313400.5;183;61821.8606557377;objednavatel
2014-04-01;Žilinský kraj;Námestovo;128179.48;40;3204.487;objednavatel
2014-04-01;Žilinský kraj;Ružomberok;12022004.69;69;174231.952028986;objednavatel
2014-04-01;Žilinský kraj;Turčianske Teplice;2500;8;312.5;objednavatel
2014-04-01;Žilinský kraj;Tvrdošín;4670;8;583.75;objednavatel
2014-04-01;Žilinský kraj;Žilina;856955.6;208;4119.97884615385;objednavatel
2014-05-01;Banskobystrický kraj;Banská Bystrica;20609699.147;513;40174.8521384016;objednavatel
2014-05-01;Banskobystrický kraj;Banská Štiavnica;2196453.42;60;36607.557;objednavatel
2014-05-01;Banskobystrický kraj;Brezno;279041.77;68;4103.55544117647;objednavatel
2014-05-01;Banskobystrický kraj;Detva;105640.9;27;3912.62592592593;objednavatel
2014-05-01;Banskobystrický kraj;Krupina;21686.01;20;1084.3005;objednavatel
2014-05-01;Banskobystrický kraj;Lučenec;1129416.55;138;8184.17789855073;objednavatel
2014-05-01;Banskobystrický kraj;Poltár;153038.24;5;30607.648;objednavatel
2014-05-01;Banskobystrický kraj;Revúca;150497.87;63;2388.85507936508;objednavatel
2014-05-01;Banskobystrický kraj;Rimavská Sobota;74110.57;130;570.081307692308;objednavatel
2014-05-01;Banskobystrický kraj;Veľký Krtíš;157637.81;65;2425.19707692308;objednavatel
2014-05-01;Banskobystrický kraj;Zvolen;548020.08;212;2585.00037735849;objednavatel
2014-05-01;Banskobystrický kraj;Žarnovica;21602.74;29;744.922068965517;objednavatel
2014-05-01;Banskobystrický kraj;Žiar nad Hronom;727909.88;42;17331.1876190476;objednavatel
2014-05-01;Bratislavský kraj;BA;1513227540.4246;10550;143433.89008764;objednavatel
2014-05-01;Bratislavský kraj;Malacky;133952.34;32;4186.010625;objednavatel
2014-05-01;Bratislavský kraj;Pezinok;102181.33;55;1857.84236363636;objednavatel
2014-05-01;Bratislavský kraj;Senec;66669.78;18;3703.87666666667;objednavatel
2014-05-01;Košický kraj;Gelnica;7968;7;1138.28571428571;objednavatel
2014-05-01;Košický kraj;KE;63204598.81;590;107126.438661017;objednavatel
2014-05-01;Košický kraj;Košice-okolie;3433926.58;47;73062.2676595745;objednavatel
2014-05-01;Košický kraj;Michalovce;313130.91;95;3296.11484210526;objednavatel
2014-05-01;Košický kraj;Rožňava;428811.04;96;4466.78166666667;objednavatel
2014-05-01;Košický kraj;Sobrance;475718.73;40;11892.96825;objednavatel
2014-05-01;Košický kraj;Spišská Nová Ves;224864.25;76;2958.74013157895;objednavatel
2014-05-01;Košický kraj;Trebišov;1295238.41;541;2394.156025878;objednavatel
2014-05-01;Nitriansky kraj;Komárno;415471.64;116;3581.65206896552;objednavatel
2014-05-01;Nitriansky kraj;Levice;463186.12;139;3332.27424460432;objednavatel
2014-05-01;Nitriansky kraj;Nitra;2542351.01;420;6053.21669047619;objednavatel
2014-05-01;Nitriansky kraj;Nové Zámky;111093.84;137;810.903941605839;objednavatel
2014-05-01;Nitriansky kraj;Šaľa;46537.93;25;1861.5172;objednavatel
2014-05-01;Nitriansky kraj;Topoľčany;359021.81;59;6085.11542372881;objednavatel
2014-05-01;Nitriansky kraj;Zlaté Moravce;302168.38;59;5121.4979661017;objednavatel
2014-05-01;Prešovský kraj;Bardejov;732933.075;242;3028.64907024793;objednavatel
2014-05-01;Prešovský kraj;Humenné;172982.95;66;2620.95378787879;objednavatel
2014-05-01;Prešovský kraj;Kežmarok;208595.46;61;3419.59770491803;objednavatel
2014-05-01;Prešovský kraj;Levoča;192960.37;22;8770.92590909091;objednavatel
2014-05-01;Prešovský kraj;Medzilaborce;220395;14;15742.5;objednavatel
2014-05-01;Prešovský kraj;Poprad;169523.68;47;3606.88680851064;objednavatel
2014-05-01;Prešovský kraj;Prešov;34112.2;31;1100.3935483871;objednavatel
2014-05-01;Prešovský kraj;Sabinov;17601.22;24;733.384166666667;objednavatel
2014-05-01;Prešovský kraj;Snina;1017937.93;31;32836.7074193548;objednavatel
2014-05-01;Prešovský kraj;Stará Ľubovňa;1451664.49;72;20162.0068055556;objednavatel
2014-05-01;Prešovský kraj;Stropkov;56836.4;25;2273.456;objednavatel
2014-05-01;Prešovský kraj;Svidník;84138;24;3505.75;objednavatel
2014-05-01;Prešovský kraj;Vranov nad Topľou;286010.97;114;2508.86815789474;objednavatel
2014-05-01;Trenčiansky kraj;Bánovce nad Bebravou;82126.41;20;4106.3205;objednavatel
2014-05-01;Trenčiansky kraj;Ilava;57704.755;60;961.745916666667;objednavatel
2014-05-01;Trenčiansky kraj;Myjava;1650;9;183.333333333333;objednavatel
2014-05-01;Trenčiansky kraj;Nové Mesto nad Váhom;94763.87;69;1373.38942028986;objednavatel
2014-05-01;Trenčiansky kraj;Partizánske;447104.11;49;9124.57367346939;objednavatel
2014-05-01;Trenčiansky kraj;Považská Bystrica;114390.63;45;2542.014;objednavatel
2014-05-01;Trenčiansky kraj;Prievidza;12553554.022114;124;101238.338888016;objednavatel
2014-05-01;Trenčiansky kraj;Púchov;61552.64;15;4103.50933333333;objednavatel
2014-05-01;Trenčiansky kraj;Trenčín;381986.01;140;2728.4715;objednavatel
2014-05-01;Trnavský kraj;Dunajská Streda;1919049.02;213;9009.61981220657;objednavatel
2014-05-01;Trnavský kraj;Galanta;92284.34;93;992.304731182796;objednavatel
2014-05-01;Trnavský kraj;Hlohovec;5935187.99;76;78094.5788157895;objednavatel
2014-05-01;Trnavský kraj;Piešťany;90791.37;70;1297.01957142857;objednavatel
2014-05-01;Trnavský kraj;Senica;378680.34;47;8057.0285106383;objednavatel
2014-05-01;Trnavský kraj;Skalica;11031.13;16;689.445625;objednavatel
2014-05-01;Trnavský kraj;Trnava;37747812.04;284;132914.831126761;objednavatel
2014-05-01;Žilinský kraj;Bytča;18696.78;14;1335.48428571429;objednavatel
2014-05-01;Žilinský kraj;Čadca;69753.65;337;206.98412462908;objednavatel
2014-05-01;Žilinský kraj;Dolný Kubín;111095.19;96;1157.2415625;objednavatel
2014-05-01;Žilinský kraj;Kysucké Nové Mesto;284.88;9;31.6533333333333;objednavatel
2014-05-01;Žilinský kraj;Liptovský Mikuláš;383546.73;86;4459.84569767442;objednavatel
2014-05-01;Žilinský kraj;Martin;1457841.3;199;7325.83567839196;objednavatel
2014-05-01;Žilinský kraj;Námestovo;2727124.81;73;37357.874109589;objednavatel
2014-05-01;Žilinský kraj;Ružomberok;1633976.82;99;16504.8163636364;objednavatel
2014-05-01;Žilinský kraj;Turčianske Teplice;12995.16;13;999.627692307692;objednavatel
2014-05-01;Žilinský kraj;Tvrdošín;1837.5;9;204.166666666667;objednavatel
2014-05-01;Žilinský kraj;Žilina;14327568.92;286;50096.3948251748;objednavatel
2014-06-01;Banskobystrický kraj;Banská Bystrica;6583661.73;323;20382.8536532508;objednavatel
2014-06-01;Banskobystrický kraj;Banská Štiavnica;684769.01;51;13426.8433333333;objednavatel
2014-06-01;Banskobystrický kraj;Brezno;157669.72;63;2502.69396825397;objednavatel
2014-06-01;Banskobystrický kraj;Detva;239.52;10;23.952;objednavatel
2014-06-01;Banskobystrický kraj;Krupina;106549.2;11;9686.29090909091;objednavatel
2014-06-01;Banskobystrický kraj;Lučenec;486334.93;107;4545.18626168224;objednavatel
2014-06-01;Banskobystrický kraj;Poltár;105076;9;11675.1111111111;objednavatel
2014-06-01;Banskobystrický kraj;Revúca;233963.12;52;4499.29076923077;objednavatel
2014-06-01;Banskobystrický kraj;Rimavská Sobota;301197;136;2214.68382352941;objednavatel
2014-06-01;Banskobystrický kraj;Veľký Krtíš;132515.37;55;2409.37036363636;objednavatel
2014-06-01;Banskobystrický kraj;Zvolen;1429682.24;98;14588.5942857143;objednavatel
2014-06-01;Banskobystrický kraj;Žarnovica;43501.04;13;3346.23384615385;objednavatel
2014-06-01;Banskobystrický kraj;Žiar nad Hronom;285900.68;17;16817.6870588235;objednavatel
2014-06-01;Bratislavský kraj;BA;1297908713.219;7368;176154.819926574;objednavatel
2014-06-01;Bratislavský kraj;Malacky;237964.96;14;16997.4971428571;objednavatel
2014-06-01;Bratislavský kraj;Pezinok;111908.19;38;2944.95236842105;objednavatel
2014-06-01;Bratislavský kraj;Senec;9419.32;9;1046.59111111111;objednavatel
2014-06-01;Košický kraj;Gelnica;52618;9;5846.44444444444;objednavatel
2014-06-01;Košický kraj;KE;6084256.746;470;12945.2271191489;objednavatel
2014-06-01;Košický kraj;Košice-okolie;197743.1;41;4823.00243902439;objednavatel
2014-06-01;Košický kraj;Michalovce;431624.56;78;5533.64820512821;objednavatel
2014-06-01;Košický kraj;Rožňava;215949.74;53;4074.52339622642;objednavatel
2014-06-01;Košický kraj;Sobrance;137112.91;19;7216.46894736842;objednavatel
2014-06-01;Košický kraj;Spišská Nová Ves;248603.17;88;2825.03602272727;objednavatel
2014-06-01;Košický kraj;Trebišov;534591.48;352;1518.72579545455;objednavatel
2014-06-01;Nitriansky kraj;Komárno;125090.35;72;1737.36597222222;objednavatel
2014-06-01;Nitriansky kraj;Levice;277285.82;121;2291.61834710744;objednavatel
2014-06-01;Nitriansky kraj;Nitra;1172418.76;216;5427.86462962963;objednavatel
2014-06-01;Nitriansky kraj;Nové Zámky;338967.47;162;2092.39179012346;objednavatel
2014-06-01;Nitriansky kraj;Šaľa;31839.04;11;2894.45818181818;objednavatel
2014-06-01;Nitriansky kraj;Topoľčany;592091.51;41;14441.2563414634;objednavatel
2014-06-01;Nitriansky kraj;Zlaté Moravce;161730.52;40;4043.263;objednavatel
2014-06-01;Prešovský kraj;Bardejov;933400.76;199;4690.45608040201;objednavatel
2014-06-01;Prešovský kraj;Humenné;711547.01;50;14230.9402;objednavatel
2014-06-01;Prešovský kraj;Kežmarok;76973.09;34;2263.91441176471;objednavatel
2014-06-01;Prešovský kraj;Levoča;146171.58;13;11243.9676923077;objednavatel
2014-06-01;Prešovský kraj;Medzilaborce;40768;9;4529.77777777778;objednavatel
2014-06-01;Prešovský kraj;Poprad;2837;23;123.347826086957;objednavatel
2014-06-01;Prešovský kraj;Prešov;13703.88;24;570.995;objednavatel
2014-06-01;Prešovský kraj;Sabinov;74723.5;15;4981.56666666667;objednavatel
2014-06-01;Prešovský kraj;Snina;217075.87;30;7235.86233333333;objednavatel
2014-06-01;Prešovský kraj;Stará Ľubovňa;396413.6;51;7772.81568627451;objednavatel
2014-06-01;Prešovský kraj;Stropkov;500;34;14.7058823529412;objednavatel
2014-06-01;Prešovský kraj;Svidník;16794.64;11;1526.78545454545;objednavatel
2014-06-01;Prešovský kraj;Vranov nad Topľou;79111.49;130;608.549923076923;objednavatel
2014-06-01;Trenčiansky kraj;Bánovce nad Bebravou;25506;9;2834;objednavatel
2014-06-01;Trenčiansky kraj;Ilava;131460.63;18;7303.36833333333;objednavatel
2014-06-01;Trenčiansky kraj;Myjava;50217.61;7;7173.94428571429;objednavatel
2014-06-01;Trenčiansky kraj;Nové Mesto nad Váhom;300621;60;5010.35;objednavatel
2014-06-01;Trenčiansky kraj;Partizánske;2859863.34;63;45394.6561904762;objednavatel
2014-06-01;Trenčiansky kraj;Považská Bystrica;413549.27;35;11815.6934285714;objednavatel
2014-06-01;Trenčiansky kraj;Prievidza;365303.19;64;5707.86234375;objednavatel
2014-06-01;Trenčiansky kraj;Púchov;154753;22;7034.22727272727;objednavatel
2014-06-01;Trenčiansky kraj;Trenčín;625242.62;109;5736.17082568807;objednavatel
2014-06-01;Trnavský kraj;Dunajská Streda;247117.64;83;2977.32096385542;objednavatel
2014-06-01;Trnavský kraj;Galanta;53070.04;41;1294.3912195122;objednavatel
2014-06-01;Trnavský kraj;Hlohovec;539535.95;58;9302.34396551724;objednavatel
2014-06-01;Trnavský kraj;Piešťany;266606.81;52;5127.05403846154;objednavatel
2014-06-01;Trnavský kraj;Senica;6838.25;23;297.315217391304;objednavatel
2014-06-01;Trnavský kraj;Skalica;156451;14;11175.0714285714;objednavatel
2014-06-01;Trnavský kraj;Trnava;5981785.319;156;38344.7776858974;objednavatel
2014-06-01;Žilinský kraj;Bytča;0;7;0;objednavatel
2014-06-01;Žilinský kraj;Čadca;56863.28;164;346.727317073171;objednavatel
2014-06-01;Žilinský kraj;Dolný Kubín;69416.72;55;1262.12218181818;objednavatel
2014-06-01;Žilinský kraj;Kysucké Nové Mesto;43956.1;4;10989.025;objednavatel
2014-06-01;Žilinský kraj;Liptovský Mikuláš;584996.87;88;6647.69170454545;objednavatel
2014-06-01;Žilinský kraj;Martin;2462450.43;155;15886.7769677419;objednavatel
2014-06-01;Žilinský kraj;Námestovo;128546.06;26;4944.07923076923;objednavatel
2014-06-01;Žilinský kraj;Ružomberok;133959.52;54;2480.73185185185;objednavatel
2014-06-01;Žilinský kraj;Turčianske Teplice;14700.9;6;2450.15;objednavatel
2014-06-01;Žilinský kraj;Tvrdošín;666;12;55.5;objednavatel
2014-06-01;Žilinský kraj;Žilina;41613234.32104;159;261718.454849308;objednavatel
2014-07-01;Banskobystrický kraj;Banská Bystrica;17963357.48;412;43600.3822330097;objednavatel
2014-07-01;Banskobystrický kraj;Banská Štiavnica;3092518.34;67;46156.9901492537;objednavatel
2014-07-01;Banskobystrický kraj;Brezno;779105.54;102;7638.28960784314;objednavatel
2014-07-01;Banskobystrický kraj;Detva;35264.01;18;1959.11166666667;objednavatel
2014-07-01;Banskobystrický kraj;Krupina;8203.28;9;911.475555555555;objednavatel
2014-07-01;Banskobystrický kraj;Lučenec;1269331.9;215;5903.86930232558;objednavatel
2014-07-01;Banskobystrický kraj;Poltár;29600.09;10;2960.009;objednavatel
2014-07-01;Banskobystrický kraj;Revúca;239554.57;86;2785.51825581395;objednavatel
2014-07-01;Banskobystrický kraj;Rimavská Sobota;80778.88;73;1106.56;objednavatel
2014-07-01;Banskobystrický kraj;Veľký Krtíš;54240.8;66;821.830303030303;objednavatel
2014-07-01;Banskobystrický kraj;Zvolen;3381556.28;139;24327.7430215827;objednavatel
2014-07-01;Banskobystrický kraj;Žarnovica;6835.4;12;569.616666666667;objednavatel
2014-07-01;Banskobystrický kraj;Žiar nad Hronom;459829.6622;22;20901.3482818182;objednavatel
2014-07-01;Bratislavský kraj;BA;1327399023.40384;9786;135642.655160826;objednavatel
2014-07-01;Bratislavský kraj;Malacky;539957.32;58;9309.60896551724;objednavatel
2014-07-01;Bratislavský kraj;Pezinok;309117.57;57;5423.1152631579;objednavatel
2014-07-01;Bratislavský kraj;Senec;102113.32;16;6382.0825;objednavatel
2014-07-01;Košický kraj;Gelnica;5584.32;5;1116.864;objednavatel
2014-07-01;Košický kraj;KE;17574601.24;719;24443.117162726;objednavatel
2014-07-01;Košický kraj;Košice-okolie;1589779.79;43;36971.6230232558;objednavatel
2014-07-01;Košický kraj;Michalovce;1055803.15;150;7038.68766666667;objednavatel
2014-07-01;Košický kraj;Rožňava;207019.47;58;3569.30120689655;objednavatel
2014-07-01;Košický kraj;Sobrance;514565.83;46;11186.2136956522;objednavatel
2014-07-01;Košický kraj;Spišská Nová Ves;977564.1;120;8146.3675;objednavatel
2014-07-01;Košický kraj;Trebišov;6219310.52;387;16070.5698191214;objednavatel
2014-07-01;Nitriansky kraj;Komárno;309452.74;73;4239.07863013699;objednavatel
2014-07-01;Nitriansky kraj;Levice;344539.15;96;3588.94947916667;objednavatel
2014-07-01;Nitriansky kraj;Nitra;4763896.98;399;11939.5914285714;objednavatel
2014-07-01;Nitriansky kraj;Nové Zámky;224391.41;312;719.203237179487;objednavatel
2014-07-01;Nitriansky kraj;Šaľa;4558.66;8;569.8325;objednavatel
2014-07-01;Nitriansky kraj;Topoľčany;683264.239;110;6211.49308181818;objednavatel
2014-07-01;Nitriansky kraj;Zlaté Moravce;279259.03;35;7978.82942857143;objednavatel
2014-07-01;Prešovský kraj;Bardejov;2010197.679;362;5553.03226243094;objednavatel
2014-07-01;Prešovský kraj;Humenné;414555.92;46;9012.0852173913;objednavatel
2014-07-01;Prešovský kraj;Kežmarok;343392.96;81;4239.41925925926;objednavatel
2014-07-01;Prešovský kraj;Levoča;191977.38;15;12798.492;objednavatel
2014-07-01;Prešovský kraj;Medzilaborce;4257.19;6;709.531666666667;objednavatel
2014-07-01;Prešovský kraj;Poprad;783009.04;44;17795.66;objednavatel
2014-07-01;Prešovský kraj;Prešov;48850.54;28;1744.66214285714;objednavatel
2014-07-01;Prešovský kraj;Sabinov;178218.36;15;11881.224;objednavatel
2014-07-01;Prešovský kraj;Snina;41267.3;29;1423.01034482759;objednavatel
2014-07-01;Prešovský kraj;Stará Ľubovňa;949223.27;87;10910.6122988506;objednavatel
2014-07-01;Prešovský kraj;Stropkov;19423.27;46;422.245;objednavatel
2014-07-01;Prešovský kraj;Svidník;139166.27;20;6958.3135;objednavatel
2014-07-01;Prešovský kraj;Vranov nad Topľou;350536.9;81;4327.61604938272;objednavatel
2014-07-01;Trenčiansky kraj;Bánovce nad Bebravou;240740.09;11;21885.4627272727;objednavatel
2014-07-01;Trenčiansky kraj;Ilava;191450.03;47;4073.40489361702;objednavatel
2014-07-01;Trenčiansky kraj;Myjava;1683938;5;336787.6;objednavatel
2014-07-01;Trenčiansky kraj;Nové Mesto nad Váhom;196875.57;149;1321.31255033557;objednavatel
2014-07-01;Trenčiansky kraj;Partizánske;1141988.85;78;14640.8826923077;objednavatel
2014-07-01;Trenčiansky kraj;Považská Bystrica;197198.28;55;3585.42327272727;objednavatel
2014-07-01;Trenčiansky kraj;Prievidza;479009.19;81;5913.6937037037;objednavatel
2014-07-01;Trenčiansky kraj;Púchov;112993.4;19;5947.02105263158;objednavatel
2014-07-01;Trenčiansky kraj;Trenčín;480101.63;168;2857.74779761905;objednavatel
2014-07-01;Trnavský kraj;Dunajská Streda;349042.18;108;3231.87203703704;objednavatel
2014-07-01;Trnavský kraj;Galanta;94240.04;43;2191.6288372093;objednavatel
2014-07-01;Trnavský kraj;Hlohovec;12194844.93;70;174212.070428571;objednavatel
2014-07-01;Trnavský kraj;Piešťany;226658.77;50;4533.1754;objednavatel
2014-07-01;Trnavský kraj;Senica;426167.22;52;8195.52346153846;objednavatel
2014-07-01;Trnavský kraj;Skalica;214369.19;11;19488.1081818182;objednavatel
2014-07-01;Trnavský kraj;Trnava;52128300.77;204;255530.886127451;objednavatel
2014-07-01;Žilinský kraj;Bytča;124717.13;7;17816.7328571429;objednavatel
2014-07-01;Žilinský kraj;Čadca;687287.06;153;4492.0722875817;objednavatel
2014-07-01;Žilinský kraj;Dolný Kubín;605006.84;113;5354.04283185841;objednavatel
2014-07-01;Žilinský kraj;Kysucké Nové Mesto;40256.88;7;5750.98285714286;objednavatel
2014-07-01;Žilinský kraj;Liptovský Mikuláš;206800.51;82;2521.95743902439;objednavatel
2014-07-01;Žilinský kraj;Martin;2007492.74;202;9938.08287128713;objednavatel
2014-07-01;Žilinský kraj;Námestovo;781910.47;85;9198.94670588235;objednavatel
2014-07-01;Žilinský kraj;Ružomberok;34281822.28;67;511668.989253731;objednavatel
2014-07-01;Žilinský kraj;Turčianske Teplice;166;9;18.4444444444444;objednavatel
2014-07-01;Žilinský kraj;Tvrdošín;37623.4;11;3420.30909090909;objednavatel
2014-07-01;Žilinský kraj;Žilina;7755574.555;233;33285.7277038627;objednavatel
2014-08-01;Banskobystrický kraj;Banská Bystrica;12430537.785;325;38247.8085692308;objednavatel
2014-08-01;Banskobystrický kraj;Banská Štiavnica;405964.37;53;7659.70509433962;objednavatel
2014-08-01;Banskobystrický kraj;Brezno;313506.57;51;6147.18764705882;objednavatel
2014-08-01;Banskobystrický kraj;Detva;13470.01;12;1122.50083333333;objednavatel
2014-08-01;Banskobystrický kraj;Krupina;1299;9;144.333333333333;objednavatel
2014-08-01;Banskobystrický kraj;Lučenec;216559.4;152;1424.73289473684;objednavatel
2014-08-01;Banskobystrický kraj;Poltár;15500;2;7750;objednavatel
2014-08-01;Banskobystrický kraj;Revúca;103912.13;41;2534.44219512195;objednavatel
2014-08-01;Banskobystrický kraj;Rimavská Sobota;518611.62;122;4250.91491803279;objednavatel
2014-08-01;Banskobystrický kraj;Veľký Krtíš;103473.77;84;1231.8305952381;objednavatel
2014-08-01;Banskobystrický kraj;Zvolen;1578214.52;130;12140.1116923077;objednavatel
2014-08-01;Banskobystrický kraj;Žarnovica;0;9;0;objednavatel
2014-08-01;Banskobystrický kraj;Žiar nad Hronom;271066.9;16;16941.68125;objednavatel
2014-08-01;Bratislavský kraj;BA;555678379.843;10460;53124.128092065;objednavatel
2014-08-01;Bratislavský kraj;Malacky;45949.92;19;2418.41684210526;objednavatel
2014-08-01;Bratislavský kraj;Pezinok;432711.07;67;6458.37417910448;objednavatel
2014-08-01;Bratislavský kraj;Senec;13926.83;8;1740.85375;objednavatel
2014-08-01;Košický kraj;Gelnica;60000;9;6666.66666666667;objednavatel
2014-08-01;Košický kraj;KE;33874305.384;445;76122.0345707865;objednavatel
2014-08-01;Košický kraj;Košice-okolie;636575.58;37;17204.7454054054;objednavatel
2014-08-01;Košický kraj;Michalovce;407392.66;102;3994.04568627451;objednavatel
2014-08-01;Košický kraj;Rožňava;213634.77;58;3683.35810344828;objednavatel
2014-08-01;Košický kraj;Sobrance;58496.27;25;2339.8508;objednavatel
2014-08-01;Košický kraj;Spišská Nová Ves;422697.05;98;4313.23520408163;objednavatel
2014-08-01;Košický kraj;Trebišov;13319402.64;446;29864.1314798206;objednavatel
2014-08-01;Nitriansky kraj;Komárno;326011.69;159;2050.38798742138;objednavatel
2014-08-01;Nitriansky kraj;Levice;284949.49;227;1255.2840969163;objednavatel
2014-08-01;Nitriansky kraj;Nitra;4411943.65;251;17577.4647410359;objednavatel
2014-08-01;Nitriansky kraj;Nové Zámky;822633.63;128;6426.825234375;objednavatel
2014-08-01;Nitriansky kraj;Šaľa;12132;11;1102.90909090909;objednavatel
2014-08-01;Nitriansky kraj;Topoľčany;100190.08;60;1669.83466666667;objednavatel
2014-08-01;Nitriansky kraj;Zlaté Moravce;166831.2;25;6673.248;objednavatel
2014-08-01;Prešovský kraj;Bardejov;1474346.39;219;6732.17529680365;objednavatel
2014-08-01;Prešovský kraj;Humenné;215762.44;44;4903.69181818182;objednavatel
2014-08-01;Prešovský kraj;Kežmarok;204770.42;59;3470.68508474576;objednavatel
2014-08-01;Prešovský kraj;Levoča;9917.34;10;991.734;objednavatel
2014-08-01;Prešovský kraj;Medzilaborce;0;3;0;objednavatel
2014-08-01;Prešovský kraj;Poprad;29371.26;17;1727.72117647059;objednavatel
2014-08-01;Prešovský kraj;Prešov;37144.31;13;2857.25461538462;objednavatel
2014-08-01;Prešovský kraj;Sabinov;28919.66;9;3213.29555555556;objednavatel
2014-08-01;Prešovský kraj;Snina;125827.55;13;9679.04230769231;objednavatel
2014-08-01;Prešovský kraj;Stará Ľubovňa;161056.05;53;3038.79339622642;objednavatel
2014-08-01;Prešovský kraj;Stropkov;4208.1;37;113.732432432432;objednavatel
2014-08-01;Prešovský kraj;Svidník;32000;10;3200;objednavatel
2014-08-01;Prešovský kraj;Vranov nad Topľou;1101413.67;59;18668.0283050847;objednavatel
2014-08-01;Trenčiansky kraj;Bánovce nad Bebravou;6000;9;666.666666666667;objednavatel
2014-08-01;Trenčiansky kraj;Ilava;80149.71;44;1821.58431818182;objednavatel
2014-08-01;Trenčiansky kraj;Myjava;5655.56;11;514.141818181818;objednavatel
2014-08-01;Trenčiansky kraj;Nové Mesto nad Váhom;14526.49;50;290.5298;objednavatel
2014-08-01;Trenčiansky kraj;Partizánske;2073826.89;68;30497.4542647059;objednavatel
2014-08-01;Trenčiansky kraj;Považská Bystrica;51446.08;28;1837.36;objednavatel
2014-08-01;Trenčiansky kraj;Prievidza;378047.92;60;6300.79866666667;objednavatel
2014-08-01;Trenčiansky kraj;Púchov;306679;16;19167.4375;objednavatel
2014-08-01;Trenčiansky kraj;Trenčín;174224.16;88;1979.82;objednavatel
2014-08-01;Trnavský kraj;Dunajská Streda;523142.03;90;5812.68922222222;objednavatel
2014-08-01;Trnavský kraj;Galanta;74652.27;47;1588.34617021277;objednavatel
2014-08-01;Trnavský kraj;Hlohovec;2241039.04;153;14647.3139869281;objednavatel
2014-08-01;Trnavský kraj;Piešťany;3892313.9;66;58974.453030303;objednavatel
2014-08-01;Trnavský kraj;Senica;147677.53;32;4614.9228125;objednavatel
2014-08-01;Trnavský kraj;Skalica;1284.06;3;428.02;objednavatel
2014-08-01;Trnavský kraj;Trnava;2684632.62;140;19175.9472857143;objednavatel
2014-08-01;Žilinský kraj;Bytča;46927;3;15642.3333333333;objednavatel
2014-08-01;Žilinský kraj;Čadca;359244.63;85;4226.40741176471;objednavatel
2014-08-01;Žilinský kraj;Dolný Kubín;442689.39;84;5270.11178571429;objednavatel
2014-08-01;Žilinský kraj;Kysucké Nové Mesto;41832.5;5;8366.5;objednavatel
2014-08-01;Žilinský kraj;Liptovský Mikuláš;273969.02;59;4643.54271186441;objednavatel
2014-08-01;Žilinský kraj;Martin;5950064.8846;141;42199.0417347518;objednavatel
2014-08-01;Žilinský kraj;Námestovo;158006.4;57;2772.04210526316;objednavatel
2014-08-01;Žilinský kraj;Ružomberok;608045.84;92;6609.19391304348;objednavatel
2014-08-01;Žilinský kraj;Turčianske Teplice;52388.78;8;6548.5975;objednavatel
